昵称,用户id,头像,身高,学历,省份,城市,出生年份,性别,交友宣言
卡啦,573628,http://img.7799520.com/data/attachment/avatar/201705/30/573628/592d3d0755f9c.JPG.thumb.jpg,163,大专,浙江,杭州,1993,2,想找个认真谈恋爱，真的疼我体贴我的人。我也会对他好的
zbw,573618,http://img.7799520.com/data/attachment/avatar/201707/05/573618/595c71019f689.jpg.thumb.jpg,160,本科,广东,深圳,1995,2,相见时难别亦难
荷花别样,573544,http://img.7799520.com/2017-11-26-1511629322-iIuY1RUW.png,165,大专,广东,深圳,1990,2,身高控 轻度颜值控。三观正 五官端正，希望在这能遇到合适的人。
我的空谷幽兰,573523,http://img.7799520.com/data/attachment/avatar/201705/31/573523/592e1ed421cbf.png.thumb.jpg,165,本科,上海,上海,1993,2,"如何， 让你遇见我？

在我最美丽的时刻。

为这——

我已在佛前 求了五百年，

求它让我们结一段尘缘。

佛于是把我化做一棵树，

长在你必经的路旁。

阳光下，

慎重地开满了花，

朵朵都"
人心拥挤,573510,http://img.7799520.com/data/attachment/avatar/201705/30/573510/592d22db4cf75.jpg.thumb.jpg,171,本科,湖北,武汉,1990,2,在此输入可直接对话
Ada懂娴,573474,http://img.7799520.com/data/attachment/avatar/201706/17/573474/5945353f9cc69.png.thumb.jpg,175,中专,上海,上海,1992,2,顺其自然
翠芳姐姐,573448,http://img.7799520.com/2018-03-15-1521109760-gGkJGGDg.png,157,本科,广东,深圳,1987,2,找个志同道合的小伙伴相伴一生，也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
珍惜（缘分）,573432,http://img.7799520.com/data/attachment/avatar/201705/30/573432/592d11066aa8f.jpg.thumb.jpg,160,中专,广东,深圳,1986,2,只想遇到一个心仪的对象，踏实的过日子
心若向阳过往云烟,573429,http://img.7799520.com/data/attachment/avatar/201705/30/573429/592d0f731cf0b.png.thumb.jpg,158,中专,北京,北京,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
赵雨,573387,http://img.7799520.com/data/attachment/avatar/201706/05/573387/5934f98a2aa75.jpg.thumb.jpg,160,本科,四川,成都,1990,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
芸哚,573377,http://img.7799520.com/data/attachment/avatar/201705/30/573377/592d04398c092.jpg.thumb.jpg,167,本科,四川,成都,1987,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
乐观的悲观者,573376,http://img.7799520.com/data/attachment/avatar/201705/30/573376/592d04bec7907.jpeg.thumb.jpg,156,高中,广东,深圳,1993,2,在行动面前，语言显得太苍白。
陈熙熙,573315,http://img.7799520.com/data/attachment/avatar/201705/30/573315/592cf8280f00c.jpeg.thumb.jpg,157,中专,上海,上海,1995,2,我想要个不分手的恋爱
难能珂贵,573252,http://img.7799520.com/data/attachment/avatar/201706/01/573252/592eeef8227ee.png.thumb.jpg,164,中专,上海,上海,1996,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
@爪爪@,573234,http://img.7799520.com/Fmmzf195k-8ywrZzpvWNKCCt356e,161,本科,广东,深圳,1989,2,择鹏城，伴你终老。希望在以后的日子里，有你陪着我一起抬头看深圳蓝，讨论着菜米油盐。已等许久，一直在那向你挥手～
飞舞双侠,573215,http://img.7799520.com/data/attachment/avatar/201705/30/573215/592ce0bcc2e89.jpg.thumb.jpg,162,大专,北京,北京,1990,2,我是一个性格开朗的女孩，爱笑，善良公正。想找一个有责任感，事业心的男孩
keting,573193,http://img.7799520.com/data/attachment/avatar/201705/30/573193/592cdc41a866a.jpg.thumb.jpg,153,本科,广东,广州,1987,2,个人相貌平平，但是还是有点思想，有点个人主见。对自己以后的生活和事业有一定的规划，但是计划不如变化呀，自己总要有点应变的能力。我认为我心目中的另一位，是一个有主见，有思想，温柔贤惠，孝敬父母（这个首要的，满足不了这个，我是绝对不交的，无论男女，呵呵……个人原则），长的咋样这个只是表象，关键看是否有颗善良的心，嘿嘿……就这么多吧。
蒲公英的英,573152,http://img.7799520.com/data/attachment/avatar/201705/30/573152/592cd3726cc7e.JPG.thumb.jpg,160,本科,广东,广州,1978,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
期待缘分到来,572930,http://img.7799520.com/data/attachment/avatar/201705/30/572930/592c9312394b1.jpg.thumb.jpg,167,初中,广东,广州,1993,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
娟仔仔,572886,http://img.7799520.com/data/attachment/avatar/201705/30/572886/592c6bfee0e96.jpg.thumb.jpg,160,大专,四川,成都,1990,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
Mrs 图,572746,http://img.7799520.com/data/attachment/avatar/201705/29/572746/592c42a16144b.png.thumb.jpg,165,大专,上海,上海,1994,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
玩偶小兔兔,572723,http://img.7799520.com/data/attachment/avatar/201705/29/572723/592c3c2a68572.jpg.thumb.jpg,162,初中,浙江,宁波,1999,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
Amy 000,572696,http://img.7799520.com/data/attachment/avatar/201705/29/572696/592c39dfb2b51.png.thumb.jpg,159,大专,上海,上海,1981,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
宇宙超级萌灬,572688,http://img.7799520.com/data/attachment/avatar/201705/29/572688/592c3773b1196.JPG.thumb.jpg,162,初中,广东,广州,1991,2,听说，心动不是爱情 心定才是爱情！
莫伊拉童鞋,572611,http://img.7799520.com/data/attachment/avatar/201705/29/572611/592c2b917ed47.jpg.thumb.jpg,160,本科,广东,深圳,1988,2,推开我，谁来心疼你～
小瓶盖晨晨,572604,http://img.7799520.com/data/attachment/avatar/201705/29/572604/592c26e360235.png.thumb.jpg,160,大专,湖南,邵阳,1984,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
熊孩纸,572579,http://img.7799520.com/data/attachment/avatar/201705/29/572579/592c22b146dc9.jpg.thumb.jpg,160,大专,上海,上海,1994,2,等到对的人！
marrybell,572569,http://img.7799520.com/data/attachment/avatar/201705/29/572569/592c2e5f9293e.jpg.thumb.jpg,160,高中,福建,福州,1994,2,等待是最好的调味
乐比悠悠,572566,http://img.7799520.com/data/attachment/avatar/201705/29/572566/592c1e46e88e0.jpg.thumb.jpg,158,大专,广东,深圳,1995,2,因缘相识，因情而爱。我是广东河源的，客家人，性格比较柔，而也有自己的主见。
Alice~cai,572559,http://img.7799520.com/data/attachment/avatar/201705/29/572559/592c1d27ed5f4.jpg.thumb.jpg,162,本科,广东,惠州,1983,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
晨曦,572545,http://img.7799520.com/data/attachment/avatar/201705/29/572545/592c17dc60c62.png.thumb.jpg,160,高中,上海,上海,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
fzxljiang,572485,http://img.7799520.com/data/attachment/avatar/201705/29/572485/592c0b9ff00bb.jpg.thumb.jpg,158,初中,福建,福州,1994,2,我是福建福州初中文化的残疾人，几个月大时发现右边肢体不灵便，不幸的是在小学三年级（8岁）患上了癫痫。经过坚持不懈的治疗，现留下后遗症“偶尔会愣神”。
唔好@,572467,http://img.7799520.com/data/attachment/avatar/201705/29/572467/592c072f2bdac.jpg.thumb.jpg,161,高中,四川,成都,1992,2,在此输入可直接对话
巫小羊,572452,http://img.7799520.com/data/attachment/avatar/201705/29/572452/592c025a55cf9.JPG.thumb.jpg,158,大专,江苏,南京,1995,2,不要在拼命的年代选择了安逸。
小晴天111,572393,http://img.7799520.com/data/attachment/avatar/201705/29/572393/592bf0e2206b4.jpg.thumb.jpg,164,本科,山东,济南,1994,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
李世菲,572372,http://img.7799520.com/data/attachment/avatar/201706/06/572372/59369866b19f4.png.thumb.jpg,153,初中,广东,深圳,1993,2,所有条件都是为不喜欢的人而准备的！
崖一,572334,http://img.7799520.com/data/attachment/avatar/201705/29/572334/592bdf8f92c84.png.thumb.jpg,160,本科,浙江,杭州,1990,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
小小碧,572331,http://img.7799520.com/data/attachment/avatar/201705/29/572331/592bde04e507b.jpg.thumb.jpg,163,本科,广东,广州,1985,2,在此输入可直接对话
柠檬花花,572323,http://img.7799520.com/data/attachment/avatar/201705/29/572323/592bdb6c68a9a.jpg.thumb.jpg,158,高中,浙江,杭州,1995,2,在这个浮躁的世界里，希望能遇到一个知心爱人，会是你吗？
不二～,572269,http://img.7799520.com/data/attachment/avatar/201705/29/572269/592bccf9bba49.png.thumb.jpg,165,大专,广东,深圳,1996,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
薏米花,572207,http://img.7799520.com/data/attachment/avatar/201705/29/572207/592bc1eab1bda.JPG.thumb.jpg,162,本科,江苏,南京,1979,2,遇见你是一种缘分，陪伴你是一份幸福，如果你想念，我就会来到你的身边，如果你愿意，我就会一生为你守候。
大青青,572169,http://img.7799520.com/data/attachment/avatar/201705/29/572169/592bba54a5d16.jpg.thumb.jpg,166,大专,河南,郑州,1989,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
lily＠chen,572112,http://img.7799520.com/data/attachment/avatar/201705/29/572112/592bb04dc1147.png.thumb.jpg,153,高中,广东,广州,1986,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
林小颖0,572058,http://img.7799520.com/data/attachment/avatar/201705/29/572058/592baa8d72ed0.png.thumb.jpg,166,硕士,北京,北京,1989,2,尽自己所能完成自己的梦想
丫头小妞,572051,http://img.7799520.com/data/attachment/avatar/201705/29/572051/592ba6570f971.png.thumb.jpg,152,高中,四川,成都,1997,2,希望找一个积极幽默有气质，孝顺，体贴，经济稳定的另一伴，我一直在等你，等你的守候！
Diana:),572049,http://img.7799520.com/2018-02-27-1519723471-wBjzDiOH.png,168,本科,上海,上海,1986,2,"In my dream there’s a place with no more pain, no more hurt.
It’s a world full of joy without sadness.
People sing, people dance with all happiness.
Take me to my dream."
yu明明,571971,http://img.7799520.com/data/attachment/avatar/201705/29/571971/592b95213b626.png.thumb.jpg,158,初中,广东,深圳,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
第六感..,571885,http://img.7799520.com/data/attachment/avatar/201705/29/571885/592b7992084e7.png.thumb.jpg,170,大专,山东,济南,1988,2,在此输入可直接对话
肖肖～,571860,http://img.7799520.com/data/attachment/avatar/201705/29/571860/592bc95e9a2d5.JPG.thumb.jpg,167,大专,广东,广州,1992,2,性格活泼可爱，喜欢撒娇卖萌
美丽的邂逅吕梦婷,571837,http://img.7799520.com/data/attachment/avatar/201705/29/571837/592b705eb3fa8.jpg.thumb.jpg,160,高中,江苏,南京,1991,2,害羞的我一直没有找到自己的另一半，期待在这里找到属于自己的那份爱。
@杰@,571605,http://img.7799520.com/data/attachment/avatar/201706/15/571605/59429e892ad4b.jpg.thumb.jpg,160,本科,北京,北京,1990,2,想找个东北男孩，在外可以一起打拼。以后可以一起回家。不要你多帅，喜欢有头脑，踏实肯干，脾气好的！
等戴你,571543,http://img.7799520.com/data/attachment/avatar/201705/29/571543/592afd5a717bb.jpg.thumb.jpg,162,初中,四川,广安,1995,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
Mononj,571498,http://img.7799520.com/data/attachment/avatar/201705/29/571498/592b7fffa2f08.png.thumb.jpg,160,大专,广东,深圳,1993,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
花月夜1991,571412,http://img.7799520.com/data/attachment/avatar/201705/28/571412/592addd431dbe.png.thumb.jpg,162,硕士,江苏,苏州,1991,2,"诚征男友一枚，坐标昆山
本人女，91年9月生，五讲四美好青年，活生生的段子手。海龟硕士，外企工作，爱好绘（tu）画（ya），手工diy（zheteng），家中有花有草有猫猫，生活乐无边"
天会亮心会暖,571398,http://img.7799520.com/data/attachment/avatar/201705/29/571398/592b0fca7bcbe.png.thumb.jpg,166,大专,新疆,乌鲁木齐,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
那个他，是你么,571369,http://img.7799520.com/data/attachment/avatar/201705/28/571369/592ae018388c9.jpg.thumb.jpg,160,初中,广东,湛江,1991,2,爱很容易也很难
小黑妞,571323,http://img.7799520.com/data/attachment/avatar/201705/28/571323/592acf8358109.JPG.thumb.jpg,155,本科,山东,济南,1992,2,不求轰轰烈烈，只求天长地久
雨中飞燕,571239,http://img.7799520.com/data/attachment/avatar/201705/28/571239/592ac75758093.JPG.thumb.jpg,169,本科,浙江,杭州,1991,2,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在我主良缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里，在一个我还不曾到达的角落，在一个我们的目光不曾交汇的地方。
Aurora17,571227,http://img.7799520.com/data/attachment/avatar/201705/28/571227/592acead96d12.png.thumb.jpg,162,本科,上海,上海,1991,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
小黑莓,571223,http://img.7799520.com/data/attachment/avatar/201705/28/571223/592ac3a2def41.png.thumb.jpg,165,本科,上海,上海,1991,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
南方姑娘。,571219,http://img.7799520.com/data/attachment/avatar/201705/28/571219/592ac3ae978a0.png.thumb.jpg,163,本科,江苏,南京,1992,2,余生请多多关照
陈静.,571218,http://img.7799520.com/data/attachment/avatar/201705/28/571218/592ac288e851e.jpg.thumb.jpg,170,高中,广东,深圳,1995,2,喜欢加好微联系ok989080
明日将至,571215,http://img.7799520.com/data/attachment/avatar/201705/30/571215/592d55725c319.jpg.thumb.jpg,155,中专,广东,深圳,1989,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
微微一笑，,571183,http://img.7799520.com/data/attachment/avatar/201706/10/571183/593b747d7dadc.png.thumb.jpg,161,高中,广东,深圳,1994,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
静儿的静儿,571175,http://img.7799520.com/data/attachment/avatar/201705/28/571175/592ab91f77e8b.JPG.thumb.jpg,173,大专,北京,北京,1992,2,始终坚信 生命会善待于我～ 会在阳光下灿烂的笑～
花蕾蕾,571130,http://img.7799520.com/data/attachment/avatar/201709/22/571130/59c49d09095b7.jpg.thump.jpg,163,大专,广东,深圳,1988,2,希望在这里可以遇见你
kaylee,571109,http://img.7799520.com/data/attachment/avatar/201705/28/571109/592aa4ed45f0d.jpg.thumb.jpg,160,大专,福建,福州,1993,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
凝韵,571105,http://img.7799520.com/data/attachment/avatar/201705/28/571105/592aa34e77ccf.png.thumb.jpg,164,硕士,上海,上海,1987,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
我是薇薇,571103,http://img.7799520.com/data/attachment/avatar/201705/28/571103/592aa266e3576.png.thumb.jpg,165,初中,福建,厦门,1990,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
表姐,571102,http://img.7799520.com/data/attachment/avatar/201705/28/571102/592aa2925f5fe.png.thumb.jpg,166,大专,广东,广州,1991,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
许盈,571092,http://img.7799520.com/data/attachment/avatar/201705/28/571092/592a9fd244b72.png.thumb.jpg,158,初中,广东,深圳,1994,2,我的男朋友是谁？叫什么名字？是哪里人？ 长什么样？ 过得好吗？
米兔中滴你,571070,http://img.7799520.com/data/attachment/avatar/201705/28/571070/592a99dee8256.jpg.thumb.jpg,156,高中,福建,厦门,1987,2,找个男朋友，吃烤鱼和啤酒
Chenli、,571055,http://img.7799520.com/data/attachment/avatar/201705/28/571055/592a9a5cddb81.png.thumb.jpg,168,本科,福建,福州,1987,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
你的旧爱,571046,http://img.7799520.com/data/attachment/avatar/201705/28/571046/592a933720319.JPG.thumb.jpg,160,初中,广东,惠州,1997,2,我是你爱的人吗？
骨子里的小性感,571013,http://img.7799520.com/data/attachment/avatar/201705/28/571013/592a8a2b9cd5f.png.thumb.jpg,167,本科,北京,北京,1987,2,想你的是我，疼你的是我，爱你的是我；你的一生我会陪伴，你的一世我会跟随；你的一生一世我爱你，不变。
忧伤紫林,570974,http://img.7799520.com/data/attachment/avatar/201708/07/570974/59887b448e100.jpg.thump.jpg,168,本科,广东,深圳,1987,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
yuan426,570935,http://img.7799520.com/data/attachment/avatar/201705/28/570935/592a721b5c836.png.thumb.jpg,162,大专,湖南,长沙,1989,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
mllion,570924,http://img.7799520.com/data/attachment/avatar/201705/28/570924/592a6fc181ad3.jpg.thumb.jpg,170,初中,广东,汕头,1997,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
稠女,570861,http://img.7799520.com/data/attachment/avatar/201706/03/570861/5932d157647d8.png.thumb.jpg,165,高中,福建,厦门,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
冰淇淋宝宝,570791,http://img.7799520.com/data/attachment/avatar/201705/28/570791/592a4a5eb0675.png.thumb.jpg,160,高中,广东,广州,1987,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
且歌,570766,http://img.7799520.com/data/attachment/avatar/201705/28/570766/592a43415c0b1.JPG.thumb.jpg,164,本科,广东,深圳,1986,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
只取眉心一点红,570620,http://img.7799520.com/data/attachment/avatar/201710/08/570620/59d9ba74e3c41.jpg.thump.jpg,156,初中,上海,上海,1998,2,花开花落花自怜，唯恨花期未相惜！妾心安处，长卧君旁
小桃子88,570565,http://img.7799520.com/data/attachment/avatar/201705/28/570565/592a1469ab03f.png.thumb.jpg,165,高中,广东,深圳,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
JG我,570559,http://img.7799520.com/data/attachment/avatar/201705/28/570559/592a1c0fe3b87.png.thumb.jpg,162,大专,广东,深圳,1995,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
daisy22,570554,http://img.7799520.com/data/attachment/avatar/201705/28/570554/592a11c17f820.jpg.thumb.jpg,155,硕士,广东,深圳,1988,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
slina zhang,570550,http://img.7799520.com/data/attachment/avatar/201705/28/570550/592a106ab6ca3.jpg.thumb.jpg,161,大专,上海,上海,1989,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
苒࿐,570516,http://img.7799520.com/data/attachment/avatar/201705/28/570516/592a05725ec78.JPG.thumb.jpg,165,本科,山东,济南,1987,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
女,570415,http://img.7799520.com/data/attachment/avatar/201705/28/570415/5929c649e4d34.png.thumb.jpg,170,高中,福建,厦门,1997,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
小宝贝呀,570358,http://img.7799520.com/data/attachment/avatar/201706/02/570358/5931723c2c4de.png.thumb.jpg,165,本科,北京,北京,1993,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
落花人独立,570331,http://img.7799520.com/data/attachment/avatar/201705/30/570331/592d073e9e020.jpg.thumb.jpg,160,本科,湖南,长沙,1985,2,"落花人独立，微雨燕双飞。
我喜欢舒婷的《致橡树》，里面有我向往的爱情价值观。两个人是相互信任，彼此独立却又互相支持的。
婚姻同样需要经营。愿你我是成熟慎重对待感情和家庭的
寻求三观合的男性共度人生。"
期待邂逅,570315,http://img.7799520.com/data/attachment/avatar/201705/28/570315/5929acdb1418d.png.thumb.jpg,162,大专,贵州,贵阳,1991,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
莫小贝123,570272,http://img.7799520.com/data/attachment/avatar/201705/28/570272/5929a64a164c5.png.thumb.jpg,172,大专,福建,厦门,1990,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
豫见,570264,http://img.7799520.com/data/attachment/avatar/201706/08/570264/59392e43e0c2a.png.thumb.jpg,159,本科,广东,广州,1984,2,有缘，遇见！
鹿䒕錋呦,570241,http://img.7799520.com/data/attachment/avatar/201705/27/570241/59299f3c35c35.png.thumb.jpg,169,大专,上海,上海,1990,2,请你继续温柔 交换我灿烂笑容
宇宙安宁,570233,http://img.7799520.com/data/attachment/avatar/201706/03/570233/5932cc737fff4.png.thumb.jpg,160,大专,上海,上海,1995,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
LL0001,570212,http://img.7799520.com/data/attachment/avatar/201705/27/570212/592998e30d835.png.thumb.jpg,165,大专,山东,青岛,1989,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
容容妹纸,570200,http://img.7799520.com/data/attachment/avatar/201705/27/570200/5929970b65dec.png.thumb.jpg,163,大专,广东,深圳,1990,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
史书情,570174,http://img.7799520.com/data/attachment/avatar/201706/06/570174/593656ac0745d.png.thumb.jpg,162,大专,上海,上海,1986,2,希望能找到一位志同道合的人一起奋斗.
安小也,570112,http://img.7799520.com/data/attachment/avatar/201705/27/570112/5929826355a96.JPG.thumb.jpg,163,本科,山东,青岛,1989,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
安小也,570112,http://img.7799520.com/data/attachment/avatar/201705/27/570112/5929826355a96.JPG.thumb.jpg,163,本科,山东,青岛,1989,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
拉链,570087,http://img.7799520.com/data/attachment/avatar/201705/27/570087/59297ca79bb6d.jpg.thumb.jpg,170,本科,广东,深圳,1992,2,灵魂伴侣
花天国,570083,http://img.7799520.com/data/attachment/avatar/201705/27/570083/59297b2eb0225.JPG.thumb.jpg,160,本科,北京,北京,1979,2,精心照顾着自己，静心等待着属于我的缘份到来
常麗,570037,http://img.7799520.com/data/attachment/avatar/201705/27/570037/5929726622962.JPG.thumb.jpg,157,初中,上海,上海,1984,2,有缘自会相见 只为等你 宁缺毋滥
墨*妮,570027,http://img.7799520.com/data/attachment/avatar/201705/30/570027/592d2625eee12.jpg.thumb.jpg,160,本科,北京,北京,1992,2,不可回头的人生，希望遇到心中无可替代的你。
